order_id,customer_id,email,order_date,order_channel,payment_method,shipping_speed,is_expedited,agent_id,shipping_address,billing_address,order_total,total_items,clv_bucket
SO-35881404,CUST-4234,rickycarroll@example.com,2025-04-27,web,"google pay",standard,False,"","85382 Livingston Oval Apt. 732, North Elizabethport, UT 18996","85382 Livingston Oval Apt. 732, North Elizabethport, UT 18996",5483.82,21,low
SO-46784470,CUST-3586,ogilbert@example.net,2025-01-10,web,"credit card",overnight,True,ONLINE,"431 Ryan Land Suite 893, Santanachester, NE 72156","431 Ryan Land Suite 893, Santanachester, NE 72156",45.12,4,high
SO-58038658,CUST-3586,ogilbert@example.net,2024-08-29,web,paypal,two-day,True,ONLINE,"431 Ryan Land Suite 893, Santanachester, NE 72156","431 Ryan Land Suite 893, Santanachester, NE 72156",996.72,3,high
SO-48167793,CUST-4636,justinchristian@example.org,2024-08-11,phone,"credit card",standard,False,CSR-0018,"USNV Davis, FPO AE 61566","USNV Davis, FPO AE 61566",2755.69,10,high
SO-86390546,CUST-4636,justinchristian@example.org,2024-10-19,ebay,ebay,two-day,True,ONLINE,"USNV Davis, FPO AE 61566","USNV Davis, FPO AE 61566",2858.29,15,high
SO-17171189,CUST-5232,lkelly@example.com,2024-12-12,web,"apple pay",standard,False,ONLINE,"33549 Wise Parkway Suite 133, Walkerland, GA 69781","33549 Wise Parkway Suite 133, Walkerland, GA 69781",10041.18,57,high
SO-29631881,CUST-3787,chogan@example.org,2024-12-23,web,ach,standard,False,ONLINE,"40607 Christopher Shores Suite 244, Richardstad, TN 35777","40607 Christopher Shores Suite 244, Richardstad, TN 35777",2881.27,20,low
SO-54943956,CUST-3787,chogan@example.org,2025-03-22,web,"apple pay",overnight,True,ONLINE,"40607 Christopher Shores Suite 244, Richardstad, TN 35777","40607 Christopher Shores Suite 244, Richardstad, TN 35777",4613.21,28,low
SO-40542252,CUST-4905,ronniethomas@example.org,2024-09-16,ebay,ebay,standard,False,ONLINE,"401 Carson Lake, Mcneilshire, AK 43468","401 Carson Lake, Mcneilshire, AK 43468",5660.34,30,high
SO-39920990,CUST-5062,robert31@example.com,2025-04-14,"social media","google pay",standard,False,ONLINE,"2346 Krista Squares, North Michaelfort, FM 66628","2346 Krista Squares, North Michaelfort, FM 66628",5433.87,18,low
SO-02140062,CUST-5062,robert31@example.com,2024-11-08,newegg,newegg,overnight,True,ONLINE,"2346 Krista Squares, North Michaelfort, FM 66628","2346 Krista Squares, North Michaelfort, FM 66628",6917.99,46,low
SO-14519266,CUST-4643,dicksoneric@example.com,2025-04-11,web,paypal,two-day,True,ONLINE,"81713 Robinson Point, West Danny, DC 14718","81713 Robinson Point, West Danny, DC 14718",8054.88,22,high
SO-59279441,CUST-3814,dadams@example.org,2025-02-06,web,"apple pay",standard,False,ONLINE,"574 Morris Drives Apt. 054, Lake Sandraborough, SC 88611","574 Morris Drives Apt. 054, Lake Sandraborough, SC 88611",5400.51,15,medium
SO-69578951,CUST-5280,kristin67@example.net,2025-03-25,web,"apple pay",standard,False,ONLINE,"57750 Blake Throughway, Christinaburgh, FM 55888","57750 Blake Throughway, Christinaburgh, FM 55888",3236.5,9,high
SO-12230161,CUST-5280,kristin67@example.net,2025-01-17,web,ach,standard,False,ONLINE,"57750 Blake Throughway, Christinaburgh, FM 55888","57750 Blake Throughway, Christinaburgh, FM 55888",7921.21,21,high
SO-61394340,CUST-3829,harriskimberly@example.net,2024-11-09,newegg,newegg,standard,False,ONLINE,"6904 Victoria Isle, Mckenzieshire, PA 31291","6904 Victoria Isle, Mckenzieshire, PA 31291",4726.03,29,low
SO-49310631,CUST-4445,collinsronald@example.com,2025-03-05,web,"google pay",two-day,True,ONLINE,"360 Scott Oval Suite 622, South Jimmyville, MA 30501","360 Scott Oval Suite 622, South Jimmyville, MA 30501",1741.62,8,high
SO-87091347,CUST-4445,collinsronald@example.com,2025-03-30,web,"google pay",overnight,True,ONLINE,"360 Scott Oval Suite 622, South Jimmyville, MA 30501","360 Scott Oval Suite 622, South Jimmyville, MA 30501",8749.73,35,high
SO-37972895,CUST-4445,collinsronald@example.com,2025-04-24,ebay,ebay,standard,False,ONLINE,"360 Scott Oval Suite 622, South Jimmyville, MA 30501","360 Scott Oval Suite 622, South Jimmyville, MA 30501",651.02,8,high
SO-81268870,CUST-4119,tmack@example.net,2025-03-07,phone,ach,standard,False,CSR-0002,"41988 Shelly Squares Apt. 679, Samanthaborough, FM 64955","41988 Shelly Squares Apt. 679, Samanthaborough, FM 64955",2516.99,11,medium
SO-44636638,CUST-4119,tmack@example.net,2025-02-26,web,"credit card",standard,False,ONLINE,"41988 Shelly Squares Apt. 679, Samanthaborough, FM 64955","41988 Shelly Squares Apt. 679, Samanthaborough, FM 64955",4883.64,15,medium
SO-23620379,CUST-3609,shane54@example.com,2025-01-15,phone,ach,standard,False,CSR-0011,"6227 Wade Plaza, Moorebury, OR 91304","6227 Wade Plaza, Moorebury, OR 91304",4310.28,13,high
SO-45598256,CUST-3609,shane54@example.com,2025-03-07,phone,ach,standard,False,CSR-0005,"6227 Wade Plaza, Moorebury, OR 91304","6227 Wade Plaza, Moorebury, OR 91304",285.03,3,high
SO-52548920,CUST-4525,ashleyschwartz@example.com,2025-06-24,web,paypal,standard,False,ONLINE,"PSC 2279, Box 7555, APO AA 10304","PSC 2279, Box 7555, APO AA 10304",4797.84,15,high
SO-79377087,CUST-4525,ashleyschwartz@example.com,2024-12-19,web,paypal,standard,False,ONLINE,"PSC 2279, Box 7555, APO AA 10304","PSC 2279, Box 7555, APO AA 10304",6147.16,35,high
SO-10316955,CUST-4525,ashleyschwartz@example.com,2024-11-27,phone,"credit card",standard,False,CSR-0007,"PSC 2279, Box 7555, APO AA 10304","PSC 2279, Box 7555, APO AA 10304",2684.4,12,high
SO-80383785,CUST-5229,hartmanmichelle@example.net,2025-02-19,web,"google pay",standard,False,ONLINE,"49784 Tran River Suite 827, Connieport, VI 37287","49784 Tran River Suite 827, Connieport, VI 37287",1751.75,7,high
SO-74875316,CUST-5229,hartmanmichelle@example.net,2024-11-12,web,"apple pay",standard,False,ONLINE,"49784 Tran River Suite 827, Connieport, VI 37287","49784 Tran River Suite 827, Connieport, VI 37287",8308.65,43,high
SO-21780668,CUST-5229,hartmanmichelle@example.net,2024-12-08,web,"credit card",standard,False,ONLINE,"49784 Tran River Suite 827, Connieport, VI 37287","49784 Tran River Suite 827, Connieport, VI 37287",158.67,3,high
SO-20793164,CUST-4599,fcombs@example.com,2025-02-23,web,"apple pay",standard,False,ONLINE,"2316 Mckee Ways, New Stephanieburgh, NY 04084","2316 Mckee Ways, New Stephanieburgh, NY 04084",2968.24,8,medium
SO-44044366,CUST-4028,monicamartinez@example.com,2024-07-26,web,"credit card",standard,False,ONLINE,"3982 Dickerson Plain Apt. 500, Port Deannahaven, ME 65889","3982 Dickerson Plain Apt. 500, Port Deannahaven, ME 65889",5038.21,25,low
SO-73936156,CUST-4028,monicamartinez@example.com,2025-03-30,ebay,ebay,standard,False,ONLINE,"3982 Dickerson Plain Apt. 500, Port Deannahaven, ME 65889","3982 Dickerson Plain Apt. 500, Port Deannahaven, ME 65889",8242.97,28,low
SO-51630434,CUST-3617,deannawilson@example.org,2025-03-01,"social media",paypal,overnight,True,ONLINE,"3499 Aaron Place, Stephanieton, OK 66786","3499 Aaron Place, Stephanieton, OK 66786",2103.3,6,high
SO-32189736,CUST-3617,deannawilson@example.org,2025-01-29,ebay,ebay,standard,False,ONLINE,"3499 Aaron Place, Stephanieton, OK 66786","3499 Aaron Place, Stephanieton, OK 66786",2772.3,13,high
SO-03536849,CUST-3608,kathleenparker@example.net,2024-10-12,web,"apple pay",standard,False,ONLINE,"2393 Derrick Springs, Jamesstad, MO 14949","2393 Derrick Springs, Jamesstad, MO 14949",1516.41,6,low
SO-28927862,CUST-3608,kathleenparker@example.net,2025-05-25,web,"credit card",standard,False,ONLINE,"2393 Derrick Springs, Jamesstad, MO 14949","2393 Derrick Springs, Jamesstad, MO 14949",3393.9,12,low
SO-91851594,CUST-4143,myersjenna@example.com,2024-11-15,web,"apple pay",standard,False,ONLINE,"997 Sharp Stream, Gomezport, FM 79860","997 Sharp Stream, Gomezport, FM 79860",11970.68,40,high
SO-02209978,CUST-3448,bcarlson@example.com,2024-11-25,web,ach,overnight,True,ONLINE,"91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146","91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146",6512.48,37,medium
SO-58376398,CUST-3448,bcarlson@example.com,2025-05-06,web,"apple pay",standard,False,ONLINE,"91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146","91371 Garcia Rapids Apt. 732, Ericamouth, MH 37146",6233.57,17,medium
SO-23265533,CUST-3478,jacksmith@example.net,2024-09-19,web,"google pay",two-day,True,ONLINE,"845 Martinez Spurs Suite 339, Gregorybury, NY 42415","845 Martinez Spurs Suite 339, Gregorybury, NY 42415",3004.9,10,high
SO-67730347,CUST-3701,hawkinspaul@example.org,2025-06-09,phone,"credit card",standard,False,CSR-0013,"USNV Noble, FPO AA 72438","USNV Noble, FPO AA 72438",3403.35,14,low
SO-89158264,CUST-3701,hawkinspaul@example.org,2025-06-07,web,paypal,standard,False,"","USNV Noble, FPO AA 72438","USNV Noble, FPO AA 72438",3728.09,11,low
SO-30105350,CUST-3596,hughesmichael@example.org,2024-12-16,ebay,ebay,standard,False,ONLINE,"834 Daniel Common Suite 839, Williamborough, OH 38682","834 Daniel Common Suite 839, Williamborough, OH 38682",4551.38,28,high
SO-11085726,CUST-4511,lynnerica@example.org,2025-03-08,web,"credit card",standard,False,ONLINE,"4728 Rodriguez Motorway, East Kevinfurt, NE 23000","4728 Rodriguez Motorway, East Kevinfurt, NE 23000",7304.9,28,medium
SO-71511770,CUST-4511,lynnerica@example.org,2025-04-15,web,ach,standard,False,ONLINE,"4728 Rodriguez Motorway, East Kevinfurt, NE 23000","4728 Rodriguez Motorway, East Kevinfurt, NE 23000",1454.35,5,medium
SO-51141731,CUST-4511,lynnerica@example.org,2025-03-17,"social media","apple pay",standard,False,ONLINE,"4728 Rodriguez Motorway, East Kevinfurt, NE 23000","4728 Rodriguez Motorway, East Kevinfurt, NE 23000",2933.56,9,medium
SO-40487611,CUST-5229,hartmanmichelle@example.net,2025-04-29,"social media",paypal,two-day,True,ONLINE,"49784 Tran River Suite 827, Connieport, VI 37287","49784 Tran River Suite 827, Connieport, VI 37287",5252.31,27,high
SO-68477875,CUST-5229,hartmanmichelle@example.net,2025-01-30,web,"google pay",standard,False,ONLINE,"49784 Tran River Suite 827, Connieport, VI 37287","49784 Tran River Suite 827, Connieport, VI 37287",6883.33,27,high
SO-95517353,CUST-5229,hartmanmichelle@example.net,2025-05-02,web,"credit card",standard,False,ONLINE,"49784 Tran River Suite 827, Connieport, VI 37287","49784 Tran River Suite 827, Connieport, VI 37287",4682.39,18,high
SO-53043089,CUST-4295,pfrye@example.org,2024-10-29,web,paypal,overnight,True,ONLINE,"2680 Lori Islands Apt. 864, Olsenton, VI 81494","2680 Lori Islands Apt. 864, Olsenton, VI 81494",601.4,5,high
SO-62821137,CUST-4295,pfrye@example.org,2025-03-20,web,"google pay",standard,False,ONLINE,"2680 Lori Islands Apt. 864, Olsenton, VI 81494","2680 Lori Islands Apt. 864, Olsenton, VI 81494",6422.37,22,high
SO-20885944,CUST-4295,pfrye@example.org,2024-11-09,"social media",paypal,overnight,True,ONLINE,"2680 Lori Islands Apt. 864, Olsenton, VI 81494","2680 Lori Islands Apt. 864, Olsenton, VI 81494",5627.42,35,high
SO-68100616,CUST-4186,rebecca88@example.com,2025-06-22,ebay,ebay,standard,False,ONLINE,"9511 Samantha Fort Apt. 739, Lake Martinburgh, ME 81875","9511 Samantha Fort Apt. 739, Lake Martinburgh, ME 81875",7105.69,22,high
SO-17746046,CUST-4186,rebecca88@example.com,2025-03-19,web,"apple pay",standard,False,ONLINE,"9511 Samantha Fort Apt. 739, Lake Martinburgh, ME 81875","9511 Samantha Fort Apt. 739, Lake Martinburgh, ME 81875",1156.93,3,high
SO-29901728,CUST-4186,rebecca88@example.com,2024-10-19,web,paypal,standard,False,ONLINE,"9511 Samantha Fort Apt. 739, Lake Martinburgh, ME 81875","9511 Samantha Fort Apt. 739, Lake Martinburgh, ME 81875",5916.45,21,high
SO-79486123,CUST-4987,hawkinsjeffery@example.net,2025-02-04,newegg,newegg,two-day,True,ONLINE,"868 Melinda Trafficway, Pruittton, KS 90303","868 Melinda Trafficway, Pruittton, KS 90303",2566.66,7,high
SO-47282758,CUST-4552,katherine53@example.com,2024-12-12,web,ach,two-day,True,ONLINE,"11510 Timothy Islands Apt. 563, New Adrian, MT 30120","11510 Timothy Islands Apt. 563, New Adrian, MT 30120",2183.72,9,high
SO-38566222,CUST-4552,katherine53@example.com,2024-10-09,phone,"credit card",overnight,True,CSR-0014,"11510 Timothy Islands Apt. 563, New Adrian, MT 30120","11510 Timothy Islands Apt. 563, New Adrian, MT 30120",2347.31,7,high
SO-94502538,CUST-3561,holtkenneth@example.net,2025-06-30,newegg,newegg,two-day,True,ONLINE,"825 Jennifer Summit Suite 858, North Alexander, MS 37135","825 Jennifer Summit Suite 858, North Alexander, MS 37135",2681.89,15,high
SO-61956678,CUST-3561,holtkenneth@example.net,2025-06-03,"social media","apple pay",two-day,True,ONLINE,"825 Jennifer Summit Suite 858, North Alexander, MS 37135","825 Jennifer Summit Suite 858, North Alexander, MS 37135",5306.56,15,high
SO-37953697,CUST-5199,qcolon@example.org,2024-08-15,ebay,ebay,standard,False,ONLINE,"265 Mason Court Suite 415, Wellsshire, WI 39460","265 Mason Court Suite 415, Wellsshire, WI 39460",9120.94,32,high
SO-73862363,CUST-5199,qcolon@example.org,2025-03-25,web,"apple pay",standard,False,ONLINE,"265 Mason Court Suite 415, Wellsshire, WI 39460","265 Mason Court Suite 415, Wellsshire, WI 39460",3404.31,15,high
SO-05917141,CUST-5199,qcolon@example.org,2024-11-12,web,ach,standard,False,ONLINE,"265 Mason Court Suite 415, Wellsshire, WI 39460","265 Mason Court Suite 415, Wellsshire, WI 39460",3492.71,15,high
SO-56724735,CUST-4050,kyle79@example.org,2025-04-22,ebay,ebay,standard,False,ONLINE,"7262 Michelle Heights Apt. 823, Payneton, NV 44894","7262 Michelle Heights Apt. 823, Payneton, NV 44894",7359.19,21,high
SO-42902695,CUST-4050,kyle79@example.org,2025-02-28,web,ach,standard,False,ONLINE,"7262 Michelle Heights Apt. 823, Payneton, NV 44894","7262 Michelle Heights Apt. 823, Payneton, NV 44894",515.97,4,high
SO-57799767,CUST-4809,jonesmichael@example.com,2025-03-05,web,paypal,standard,False,ONLINE,"953 Jennifer Coves Suite 931, South Tinahaven, MA 08121","953 Jennifer Coves Suite 931, South Tinahaven, MA 08121",4086.93,16,medium
SO-21506838,CUST-4809,jonesmichael@example.com,2024-08-21,"social media","google pay",two-day,True,ONLINE,"953 Jennifer Coves Suite 931, South Tinahaven, MA 08121","953 Jennifer Coves Suite 931, South Tinahaven, MA 08121",3948.3,16,medium
SO-43483328,CUST-4809,jonesmichael@example.com,2024-08-30,"social media","credit card",overnight,True,ONLINE,"953 Jennifer Coves Suite 931, South Tinahaven, MA 08121","953 Jennifer Coves Suite 931, South Tinahaven, MA 08121",265.24,4,medium
SO-90368971,CUST-5319,juanhudson@example.com,2025-01-28,web,"credit card",two-day,True,ONLINE,"881 Galloway Falls, Sarastad, NV 09210","881 Galloway Falls, Sarastad, NV 09210",770.0,2,high
SO-79509617,CUST-5319,juanhudson@example.com,2025-01-13,newegg,newegg,two-day,True,ONLINE,"881 Galloway Falls, Sarastad, NV 09210","881 Galloway Falls, Sarastad, NV 09210",4291.52,16,high
SO-18795679,CUST-5319,juanhudson@example.com,2025-06-23,"social media",paypal,standard,False,ONLINE,"881 Galloway Falls, Sarastad, NV 09210","881 Galloway Falls, Sarastad, NV 09210",5904.47,17,high
SO-68903892,CUST-3533,johnstonjames@example.org,2024-10-19,phone,ach,standard,False,CSR-0004,"3217 Ellis Inlet, Port Teresamouth, NH 47291","3217 Ellis Inlet, Port Teresamouth, NH 47291",990.38,2,high
SO-67989263,CUST-4309,mjackson@example.com,2024-08-10,web,paypal,overnight,True,ONLINE,"486 Lawrence Stravenue Apt. 001, Port Scott, WI 01948","486 Lawrence Stravenue Apt. 001, Port Scott, WI 01948",7323.55,21,high
SO-09054434,CUST-3574,ruizveronica@example.com,2024-10-23,web,paypal,standard,False,"","479 Walsh Views Apt. 764, Robertfurt, OK 48846","479 Walsh Views Apt. 764, Robertfurt, OK 48846",30.07,1,high
SO-80287471,CUST-3574,ruizveronica@example.com,2025-06-10,web,"credit card",standard,False,ONLINE,"479 Walsh Views Apt. 764, Robertfurt, OK 48846","479 Walsh Views Apt. 764, Robertfurt, OK 48846",4696.81,22,high
SO-83214938,CUST-4122,youngmelissa@example.com,2024-09-02,web,paypal,two-day,True,ONLINE,"688 Rebecca Alley, South Charlesland, AZ 17760","688 Rebecca Alley, South Charlesland, AZ 17760",10560.19,35,high
SO-09105555,CUST-4122,youngmelissa@example.com,2024-08-28,phone,"credit card",two-day,True,CSR-0015,"688 Rebecca Alley, South Charlesland, AZ 17760","688 Rebecca Alley, South Charlesland, AZ 17760",1768.78,7,high
SO-07003540,CUST-4975,osparks@example.org,2024-10-31,web,ach,standard,False,ONLINE,"58894 Todd Dale Apt. 446, Michaelberg, IL 98221","58894 Todd Dale Apt. 446, Michaelberg, IL 98221",5544.39,21,low
SO-59645780,CUST-4975,osparks@example.org,2024-11-08,web,"apple pay",overnight,True,ONLINE,"58894 Todd Dale Apt. 446, Michaelberg, IL 98221","58894 Todd Dale Apt. 446, Michaelberg, IL 98221",8552.14,35,low
SO-81003299,CUST-4975,osparks@example.org,2025-01-16,phone,"credit card",standard,False,CSR-0005,"58894 Todd Dale Apt. 446, Michaelberg, IL 98221","58894 Todd Dale Apt. 446, Michaelberg, IL 98221",3687.49,14,low
SO-56696582,CUST-5087,landryantonio@example.net,2025-02-18,ebay,ebay,standard,False,ONLINE,"4107 Smith Hills Suite 940, Christineville, MO 96564","4107 Smith Hills Suite 940, Christineville, MO 96564",233.34,3,high
SO-22071369,CUST-4667,karimartin@example.net,2024-08-07,web,"credit card",standard,False,ONLINE,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",4303.9,17,high
SO-02913753,CUST-4667,karimartin@example.net,2024-09-02,web,"credit card",overnight,True,ONLINE,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",809.92,8,high
SO-06440540,CUST-4582,stoutmark@example.com,2024-12-11,web,paypal,standard,False,ONLINE,"7364 Giles Unions Apt. 386, South Susanmouth, PW 49371","7364 Giles Unions Apt. 386, South Susanmouth, PW 49371",8589.71,59,high
SO-31216947,CUST-4582,stoutmark@example.com,2025-05-07,ebay,ebay,standard,False,ONLINE,"7364 Giles Unions Apt. 386, South Susanmouth, PW 49371","7364 Giles Unions Apt. 386, South Susanmouth, PW 49371",5475.93,25,high
SO-55326060,CUST-4582,stoutmark@example.com,2025-03-28,web,"google pay",standard,False,ONLINE,"7364 Giles Unions Apt. 386, South Susanmouth, PW 49371","7364 Giles Unions Apt. 386, South Susanmouth, PW 49371",5139.3,24,high
SO-79958114,CUST-5203,alexandria55@example.com,2024-08-03,ebay,ebay,standard,False,ONLINE,"22456 Michelle Dam Apt. 864, Tarachester, WA 73214","22456 Michelle Dam Apt. 864, Tarachester, WA 73214",1944.6,5,medium
SO-36367642,CUST-5203,alexandria55@example.com,2024-10-02,web,"google pay",standard,False,ONLINE,"22456 Michelle Dam Apt. 864, Tarachester, WA 73214","22456 Michelle Dam Apt. 864, Tarachester, WA 73214",2321.11,7,medium
SO-39972444,CUST-5203,alexandria55@example.com,2025-01-07,ebay,ebay,standard,False,ONLINE,"22456 Michelle Dam Apt. 864, Tarachester, WA 73214","22456 Michelle Dam Apt. 864, Tarachester, WA 73214",3509.58,15,medium
SO-47793432,CUST-3808,jeffery07@example.net,2024-10-15,"social media","apple pay",standard,False,ONLINE,"95499 Bryant Circles, Kirkton, TN 21530","95499 Bryant Circles, Kirkton, TN 21530",8564.17,26,high
SO-29480634,CUST-3808,jeffery07@example.net,2024-12-12,web,"google pay",standard,False,ONLINE,"95499 Bryant Circles, Kirkton, TN 21530","95499 Bryant Circles, Kirkton, TN 21530",659.7,6,high
SO-26970550,CUST-3808,jeffery07@example.net,2024-11-06,ebay,ebay,standard,False,ONLINE,"95499 Bryant Circles, Kirkton, TN 21530","95499 Bryant Circles, Kirkton, TN 21530",5610.94,28,high
SO-83395735,CUST-4183,carrollkristin@example.com,2024-10-17,web,"apple pay",standard,False,ONLINE,"40531 Allison Manors, Allisonburgh, SD 35130","40531 Allison Manors, Allisonburgh, SD 35130",720.32,4,high
SO-16133835,CUST-4183,carrollkristin@example.com,2025-06-09,web,paypal,overnight,True,ONLINE,"40531 Allison Manors, Allisonburgh, SD 35130","40531 Allison Manors, Allisonburgh, SD 35130",10817.61,35,high
SO-12708309,CUST-4881,meghangreen@example.com,2024-12-28,newegg,newegg,two-day,True,ONLINE,"606 Williams Ville, Susanchester, CT 43193","606 Williams Ville, Susanchester, CT 43193",2687.07,22,high
SO-12045761,CUST-4881,meghangreen@example.com,2024-08-23,web,"google pay",two-day,True,ONLINE,"606 Williams Ville, Susanchester, CT 43193","606 Williams Ville, Susanchester, CT 43193",6562.05,25,high
SO-53172479,CUST-5340,holmesalexander@example.net,2025-04-19,phone,ach,standard,False,"","741 Patrick Course, New Josephview, CT 92556","741 Patrick Course, New Josephview, CT 92556",179.56,2,low
SO-64486868,CUST-3617,deannawilson@example.org,2025-04-25,web,"apple pay",standard,False,ONLINE,"3499 Aaron Place, Stephanieton, OK 66786","3499 Aaron Place, Stephanieton, OK 66786",1773.71,5,high
SO-46562943,CUST-3617,deannawilson@example.org,2024-08-30,web,"apple pay",standard,False,ONLINE,"3499 Aaron Place, Stephanieton, OK 66786","3499 Aaron Place, Stephanieton, OK 66786",875.78,3,high
SO-15320609,CUST-3617,deannawilson@example.org,2025-06-16,"social media","credit card",standard,False,ONLINE,"3499 Aaron Place, Stephanieton, OK 66786","3499 Aaron Place, Stephanieton, OK 66786",5859.68,21,high
SO-62454916,CUST-4511,lynnerica@example.org,2025-01-27,phone,"credit card",standard,False,CSR-0011,"4728 Rodriguez Motorway, East Kevinfurt, NE 23000","4728 Rodriguez Motorway, East Kevinfurt, NE 23000",1620.2,7,medium
SO-56889348,CUST-4511,lynnerica@example.org,2024-12-05,web,"google pay",two-day,True,ONLINE,"4728 Rodriguez Motorway, East Kevinfurt, NE 23000","4728 Rodriguez Motorway, East Kevinfurt, NE 23000",3336.38,12,medium
SO-42902508,CUST-4329,erinwallace@example.net,2025-07-01,web,"credit card",overnight,True,ONLINE,"Unit 2148 Box 8978, DPO AE 58276","Unit 2148 Box 8978, DPO AE 58276",1518.38,8,high
SO-89395370,CUST-4329,erinwallace@example.net,2025-03-07,"social media","credit card",standard,False,"","Unit 2148 Box 8978, DPO AE 58276","Unit 2148 Box 8978, DPO AE 58276",3605.68,12,high
SO-42444752,CUST-4815,sara97@example.net,2025-04-05,web,paypal,standard,False,ONLINE,"993 Gallegos Burgs Suite 745, East Jeff, SD 89092","993 Gallegos Burgs Suite 745, East Jeff, SD 89092",5060.77,17,high
SO-04700068,CUST-4815,sara97@example.net,2025-01-22,newegg,newegg,standard,False,ONLINE,"993 Gallegos Burgs Suite 745, East Jeff, SD 89092","993 Gallegos Burgs Suite 745, East Jeff, SD 89092",4947.74,27,high
SO-89920858,CUST-4815,sara97@example.net,2024-12-29,web,"google pay",standard,False,ONLINE,"993 Gallegos Burgs Suite 745, East Jeff, SD 89092","993 Gallegos Burgs Suite 745, East Jeff, SD 89092",1544.46,6,high
SO-93522973,CUST-4667,karimartin@example.net,2024-12-23,web,"apple pay",standard,False,ONLINE,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",2136.96,25,high
SO-12167785,CUST-4667,karimartin@example.net,2025-05-03,web,paypal,standard,False,ONLINE,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",5484.5,27,high
SO-56291131,CUST-4667,karimartin@example.net,2024-10-24,newegg,newegg,standard,False,ONLINE,"097 April Hill, North Dana, DE 21190","097 April Hill, North Dana, DE 21190",5537.52,22,high
SO-70338482,CUST-3458,youngbrittany@example.com,2024-08-04,web,"google pay",standard,False,ONLINE,"318 Tina Glen Apt. 637, West Kathryn, ID 72915","318 Tina Glen Apt. 637, West Kathryn, ID 72915",3012.91,10,low
SO-67409954,CUST-3458,youngbrittany@example.com,2025-03-07,phone,ach,standard,False,CSR-0003,"318 Tina Glen Apt. 637, West Kathryn, ID 72915","318 Tina Glen Apt. 637, West Kathryn, ID 72915",326.02,2,low
SO-05891414,CUST-4165,catherine58@example.org,2025-01-31,"social media",paypal,two-day,True,ONLINE,"569 Randy Mountain, Melendezburgh, MO 24475","569 Randy Mountain, Melendezburgh, MO 24475",3457.05,11,medium
SO-82525783,CUST-4165,catherine58@example.org,2025-03-12,web,"google pay",overnight,True,ONLINE,"569 Randy Mountain, Melendezburgh, MO 24475","569 Randy Mountain, Melendezburgh, MO 24475",7400.87,22,medium
SO-96722441,CUST-5242,fcurtis@example.com,2025-04-09,web,"google pay",overnight,True,ONLINE,"6670 Callahan Corner, New Diana, CT 01497","6670 Callahan Corner, New Diana, CT 01497",905.32,6,high
SO-76687895,CUST-5242,fcurtis@example.com,2025-06-19,phone,ach,overnight,True,CSR-0012,"6670 Callahan Corner, New Diana, CT 01497","6670 Callahan Corner, New Diana, CT 01497",4875.38,28,high
SO-72306699,CUST-4852,joelchurch@example.net,2025-04-29,ebay,ebay,standard,False,ONLINE,"40921 James Station, Jacobborough, ME 87331","40921 James Station, Jacobborough, ME 87331",3477.46,13,high
SO-40515671,CUST-4852,joelchurch@example.net,2025-01-22,web,"apple pay",standard,False,ONLINE,"40921 James Station, Jacobborough, ME 87331","40921 James Station, Jacobborough, ME 87331",4941.6,24,high
SO-61793452,CUST-4852,joelchurch@example.net,2024-11-08,ebay,ebay,standard,False,ONLINE,"40921 James Station, Jacobborough, ME 87331","40921 James Station, Jacobborough, ME 87331",4767.02,32,high
SO-84800908,CUST-3518,justin51@example.net,2025-01-27,web,ach,standard,False,ONLINE,"228 Priscilla Inlet Suite 564, East Martin, NV 40036","228 Priscilla Inlet Suite 564, East Martin, NV 40036",3076.74,22,low
SO-32919449,CUST-5154,lisabell@example.org,2024-10-21,web,paypal,standard,False,ONLINE,"PSC 9529, Box 2103, APO AP 05078","PSC 9529, Box 2103, APO AP 05078",523.3,9,high
SO-31500044,CUST-5154,lisabell@example.org,2024-11-23,phone,ach,standard,False,CSR-0008,"PSC 9529, Box 2103, APO AP 05078","PSC 9529, Box 2103, APO AP 05078",8749.91,37,high
SO-97393325,CUST-5154,lisabell@example.org,2025-03-17,ebay,ebay,overnight,True,ONLINE,"PSC 9529, Box 2103, APO AP 05078","PSC 9529, Box 2103, APO AP 05078",4709.68,20,high
SO-03537512,CUST-3679,pattersonjason@example.com,2024-08-03,web,ach,two-day,True,ONLINE,"313 Murphy Neck, Domingueztown, WV 03555","313 Murphy Neck, Domingueztown, WV 03555",2100.01,11,medium
SO-58184905,CUST-4211,derekhall@example.net,2024-10-24,"social media",paypal,two-day,True,ONLINE,"Unit 8518 Box 3795, DPO AP 99186","Unit 8518 Box 3795, DPO AP 99186",145.92,3,low
SO-00190157,CUST-4211,derekhall@example.net,2025-05-21,web,paypal,two-day,True,ONLINE,"Unit 8518 Box 3795, DPO AP 99186","Unit 8518 Box 3795, DPO AP 99186",2015.26,10,low
