customer_id,loyalty_tier,clv_bucket,signup_channel,gender,customer_status,mailing_address,billing_address,signup_date,loyalty_enrollment_date,email,email_verified,marketing_opt_in,age,is_guest
CUST-4294,unknown,unknown,"social media",unknown,dormant,"38472 alejandra harbors apt. 884, julieside, de 33959","38472 alejandra harbors apt. 884, julieside, de 33959",2024-12-12,,grossjose@example.net,False,True,32,""
CUST-4295,platinum,high,phone,male,dormant,"2680 lori islands apt. 864, olsenton, vi 81494","2680 lori islands apt. 864, olsenton, vi 81494",2024-12-08,2025-04-08,pfrye@example.org,True,True,53,""
CUST-4296,unknown,unknown,email,male,inactive,"172 laurie rue apt. 215, hamptonburgh, pw 85906","172 laurie rue apt. 215, hamptonburgh, pw 85906",2025-01-25,,iklein@example.net,True,False,44,""
CUST-4297,gold,high,website,unknown,dormant,"8321 dustin street suite 105, port kennethland, oh 98327","8321 dustin street suite 105, port kennethland, oh 98327",2024-11-30,2025-03-02,wendy98@example.org,True,False,18,""
CUST-4298,bronze,low,website,unknown,active,"uss wood, fpo ae 21763","uss wood, fpo ae 21763",2024-08-26,2025-06-03,emilyschneider@example.com,True,"",40,""
CUST-4299,silver,medium,email,unknown,active,"usnv robinson, fpo ae 31753","usnv robinson, fpo ae 31753",2024-11-06,2025-05-07,anthonymatthews@example.org,True,"",47,""
CUST-4300,platinum,high,website,male,active,"3053 gonzalez stravenue apt. 626, stewartbury, mo 38170","3053 gonzalez stravenue apt. 626, stewartbury, mo 38170",2024-11-03,2025-04-29,kmcbride@example.com,False,False,43,""
CUST-4301,platinum,high,website,unknown,active,"7982 kaiser turnpike, west harold, md 24712","7982 kaiser turnpike, west harold, md 24712",2024-09-10,2025-01-10,karen21@example.com,True,False,51,""
CUST-4302,platinum,high,website,female,active,"269 clark summit, south jeffreyville, sc 94397","269 clark summit, south jeffreyville, sc 94397",2025-07-14,2025-07-21,michael27@example.org,True,True,38,""
CUST-4303,platinum,high,email,unknown,inactive,"17535 daniels corner, west stephanie, az 43257","17535 daniels corner, west stephanie, az 43257",2024-11-03,2025-01-30,xmckinney@example.org,False,True,37,""
CUST-4304,silver,medium,email,male,active,"77596 scott extension, katelyntown, mi 57468","77596 scott extension, katelyntown, mi 57468",2025-02-09,2025-04-12,fdaugherty@example.com,True,False,31,""
CUST-4305,unknown,unknown,website,female,active,"25652 dana common suite 151, connerport, de 35570","25652 dana common suite 151, connerport, de 35570",2025-03-22,,ohuffman@example.org,True,False,18,""
CUST-4306,unknown,unknown,"social media",unknown,active,"2733 avila throughway suite 799, south vincentborough, va 75109","2733 avila throughway suite 799, south vincentborough, va 75109",2024-10-22,,ddrake@example.net,True,False,65,""
CUST-4307,gold,high,"social media",unknown,dormant,"629 david island suite 285, smithtown, ok 55471","629 david island suite 285, smithtown, ok 55471",2024-12-24,2025-01-08,katrinamcgee@example.org,True,True,66,""
CUST-4308,unknown,unknown,"social media",female,inactive,"687 karen mountains suite 579, glennborough, ct 70956","687 karen mountains suite 579, glennborough, ct 70956",2025-06-17,,rodriguezpatricia@example.org,False,False,53,""
CUST-4309,platinum,high,email,unknown,active,"486 lawrence stravenue apt. 001, port scott, wi 01948","486 lawrence stravenue apt. 001, port scott, wi 01948",2024-12-24,2025-04-14,mjackson@example.com,True,False,36,""
CUST-4310,platinum,high,email,unknown,active,"137 rachel isle, robinsonborough, ct 14836","137 rachel isle, robinsonborough, ct 14836",2024-08-26,2025-06-13,staylor@example.net,True,True,34,""
CUST-4311,unknown,unknown,email,female,inactive,"49051 stephen freeway, conwayfort, ar 90964","49051 stephen freeway, conwayfort, ar 90964",2025-06-29,,mary39@example.com,False,True,36,""
CUST-4312,gold,high,"social media",unknown,active,"055 cameron pine apt. 838, south steventown, vt 88189","055 cameron pine apt. 838, south steventown, vt 88189",2025-03-30,2025-06-09,matthewscott@example.net,True,True,18,""
CUST-4313,bronze,low,phone,male,active,"0541 manning mill, jenniferview, ok 48395","0541 manning mill, jenniferview, ok 48395",2024-10-04,2025-03-08,evansmark@example.org,False,True,37,""
CUST-4314,platinum,high,"social media",unknown,inactive,"7060 james bypass, patriciafurt, pw 48807","7060 james bypass, patriciafurt, pw 48807",2025-05-02,2025-07-09,anthony38@example.com,True,True,53,""
CUST-4315,bronze,low,email,male,dormant,"6141 alisha wells apt. 294, mezachester, ri 64091","6141 alisha wells apt. 294, mezachester, ri 64091",2025-06-20,2025-07-06,ethannorris@example.org,True,"",70,""
CUST-4316,gold,high,email,unknown,active,"2409 lisa cliff, joelshire, tn 25487","2409 lisa cliff, joelshire, tn 25487",2024-12-12,2025-04-23,scottmaurice@example.com,False,True,37,""
CUST-4317,unknown,unknown,email,female,active,"900 reed crossroad apt. 951, west christianbury, nh 19129","900 reed crossroad apt. 951, west christianbury, nh 19129",2025-01-25,,andre23@example.org,True,False,33,""
CUST-4318,silver,medium,website,female,dormant,"6739 chad lodge, ericksonland, ak 67326","6739 chad lodge, ericksonland, ak 67326",2024-09-14,2025-03-30,emilyhoward@example.com,unknown,False,43,""
CUST-4319,gold,high,"social media",male,active,"7684 ashley trace, new markborough, ok 66575","7684 ashley trace, new markborough, ok 66575",2024-09-07,2025-05-10,johnsonmatthew@example.org,True,False,36,""
CUST-4320,bronze,low,phone,female,active,"80647 autumn cliffs suite 835, scottmouth, nd 40440","80647 autumn cliffs suite 835, scottmouth, nd 40440",2025-07-03,2025-07-13,dianagalloway@example.org,True,False,47,""
CUST-4321,silver,medium,email,unknown,active,"649 garcia burgs, chadburgh, ks 47710","649 garcia burgs, chadburgh, ks 47710",2025-01-09,2025-05-20,bellsandra@example.com,True,False,55,""
CUST-4322,bronze,low,website,female,active,"367 david ferry suite 002, davisburgh, nm 58892","367 david ferry suite 002, davisburgh, nm 58892",2025-02-28,2025-06-20,andrew00@example.com,True,False,49,""
CUST-4323,platinum,high,email,male,active,"9380 shannon club, padillaland, me 76361","9380 shannon club, padillaland, me 76361",2025-07-13,2025-07-13,michael02@example.org,False,True,25,""
CUST-4324,silver,medium,phone,female,active,"uscgc marshall, fpo ap 71133","uscgc marshall, fpo ap 71133",2024-11-22,2025-03-01,zraymond@example.org,True,False,31,""
CUST-4325,unknown,unknown,website,male,active,"69899 chen hills suite 827, margaretville, nd 82414","69899 chen hills suite 827, margaretville, nd 82414",2025-06-15,,andreapollard@example.net,True,True,48,""
CUST-4326,unknown,unknown,"social media",unknown,active,"unit 3996 box 0537, dpo aa 17529","unit 3996 box 0537, dpo aa 17529",2025-05-15,,floresamanda@example.org,False,False,66,""
CUST-4327,platinum,high,"social media",female,inactive,"237 robert centers suite 435, edwardsmouth, nv 75176","237 robert centers suite 435, edwardsmouth, nv 75176",2024-12-05,2025-02-07,preynolds@example.net,True,False,39,""
CUST-4328,bronze,low,website,unknown,inactive,"usns mason, fpo ap 38145","usns mason, fpo ap 38145",2025-06-09,2025-06-20,annesilva@example.org,False,True,21,""
CUST-4329,gold,high,website,unknown,active,"unit 2148 box 8978, dpo ae 58276","unit 2148 box 8978, dpo ae 58276",2025-07-11,2025-07-18,erinwallace@example.net,True,True,21,""
CUST-4330,silver,medium,phone,unknown,active,"0188 baker springs apt. 429, south cameronfort, wv 74439","0188 baker springs apt. 429, south cameronfort, wv 74439",2025-05-13,2025-07-09,rtaylor@example.com,unknown,False,31,""
CUST-4331,silver,medium,phone,male,active,"360 steven center, new carrie, ca 67169","360 steven center, new carrie, ca 67169",2024-11-24,2024-12-09,sbrown@example.org,True,True,43,""
CUST-4332,gold,high,website,male,active,"319 chapman inlet, clarkfurt, wi 14331","319 chapman inlet, clarkfurt, wi 14331",2024-10-17,2024-12-25,richardgarcia@example.net,True,True,68,""
CUST-4333,gold,high,phone,unknown,inactive,"47482 mendoza river, millerchester, fl 42279","47482 mendoza river, millerchester, fl 42279",2024-12-19,2025-07-11,njimenez@example.org,False,False,46,""
CUST-4334,unknown,unknown,"social media",female,active,"79399 zamora meadow, edwardchester, pw 26975","79399 zamora meadow, edwardchester, pw 26975",2025-02-03,,robin39@example.org,True,True,46,""
CUST-4335,silver,medium,"social media",unknown,dormant,"0066 jackson views apt. 424, new clintonport, wy 52358","0066 jackson views apt. 424, new clintonport, wy 52358",2024-10-04,2025-04-13,maryford@example.org,True,True,42,""
CUST-4336,unknown,unknown,"social media",unknown,active,"474 rodgers street, west mariaberg, ms 98353","474 rodgers street, west mariaberg, ms 98353",2025-02-11,,nicholasmarshall@example.com,unknown,True,69,""
CUST-4337,unknown,unknown,email,female,active,"876 cheryl squares suite 586, south joseph, sc 47514","876 cheryl squares suite 586, south joseph, sc 47514",2025-04-22,,caleb38@example.net,True,True,36,""
CUST-4338,gold,high,"social media",unknown,active,"943 jack river suite 465, lake patrick, ar 57262","943 jack river suite 465, lake patrick, ar 57262",2024-08-16,2024-09-01,brownmonica@example.net,True,False,70,""
CUST-4339,platinum,high,phone,male,dormant,"31377 tanya shoals suite 528, teresaberg, sd 29990","31377 tanya shoals suite 528, teresaberg, sd 29990",2024-12-15,2024-12-20,dlawrence@example.com,True,True,69,""
CUST-4340,platinum,high,email,male,active,"3118 mccann tunnel, lake cynthiaview, nm 96487","3118 mccann tunnel, lake cynthiaview, nm 96487",2025-01-23,2025-01-23,brenda27@example.com,False,True,47,""
CUST-4341,silver,medium,website,unknown,active,"58541 louis court suite 094, east carolynburgh, al 86182","58541 louis court suite 094, east carolynburgh, al 86182",2024-10-30,2024-12-28,joshua30@example.net,True,True,48,""
CUST-4342,bronze,low,website,unknown,dormant,"6716 coleman divide suite 379, lake angelaton, ne 42425","6716 coleman divide suite 379, lake angelaton, ne 42425",2024-09-21,2025-06-03,adamsmith@example.com,True,False,60,""
CUST-4343,silver,medium,email,unknown,active,"3342 sanchez cove, mariaport, ca 50781","3342 sanchez cove, mariaport, ca 50781",2025-07-06,2025-07-20,kmorgan@example.org,True,True,40,""
CUST-4344,gold,high,website,female,inactive,"6350 james locks, new melanieberg, gu 66618","6350 james locks, new melanieberg, gu 66618",2025-06-29,2025-07-11,vincent97@example.org,True,True,21,""
CUST-4345,bronze,low,phone,unknown,active,"0936 pham mall, wongburgh, az 78601","0936 pham mall, wongburgh, az 78601",2024-10-25,2025-03-17,jamie00@example.com,True,False,44,""
CUST-4346,unknown,unknown,phone,male,active,"7588 snyder prairie, noahstad, ct 86253","7588 snyder prairie, noahstad, ct 86253",2024-11-06,,troymurphy@example.org,True,True,19,""
CUST-4347,silver,medium,phone,unknown,dormant,"62758 lozano plaza suite 350, north michael, pw 95299","62758 lozano plaza suite 350, north michael, pw 95299",2024-11-15,2025-03-30,hmurphy@example.org,True,False,19,""
CUST-4348,bronze,low,email,unknown,active,"2518 matthew skyway suite 906, shaneview, ct 39020","2518 matthew skyway suite 906, shaneview, ct 39020",2024-10-11,2025-05-24,jonesbrittany@example.net,True,True,66,""
CUST-4349,unknown,unknown,email,unknown,active,"7058 phillips isle suite 003, new whitneyshire, sd 62173","7058 phillips isle suite 003, new whitneyshire, sd 62173",2024-09-17,,moniquecohen@example.net,True,True,51,""
CUST-4350,silver,medium,"social media",unknown,dormant,"834 johnson village apt. 249, anaview, ri 45380","834 johnson village apt. 249, anaview, ri 45380",2024-07-26,2024-12-31,moodytyler@example.net,True,False,18,""
CUST-4351,silver,medium,"social media",female,dormant,"7948 martinez manor, south michael, fm 00783","7948 martinez manor, south michael, fm 00783",2025-01-03,2025-03-20,mitchell51@example.org,True,True,23,""
CUST-4352,silver,medium,"social media",unknown,dormant,"625 robyn run apt. 234, clementsport, pr 64488","625 robyn run apt. 234, clementsport, pr 64488",2025-02-24,2025-04-30,shelbymccarthy@example.org,True,True,65,""
CUST-4353,bronze,low,email,unknown,active,"2452 stanley isle apt. 172, francisfurt, ia 34235","2452 stanley isle apt. 172, francisfurt, ia 34235",2025-05-05,2025-07-19,steeleandrew@example.net,True,True,37,""
CUST-4354,platinum,high,"social media",male,inactive,"69454 tanner springs suite 425, new dalton, mp 07305","69454 tanner springs suite 425, new dalton, mp 07305",2025-04-01,2025-06-21,ryan61@example.com,False,False,69,""
CUST-4355,gold,high,phone,male,dormant,"4139 christina park, south mark, wv 57395","4139 christina park, south mark, wv 57395",2024-10-21,2024-12-06,huntbonnie@example.net,True,False,45,""
CUST-4356,platinum,high,"social media",unknown,dormant,"0188 victor crest suite 188, priceville, in 90440","0188 victor crest suite 188, priceville, in 90440",2024-09-25,2025-06-15,vmorales@example.org,False,True,43,""
CUST-4357,gold,high,phone,male,dormant,"129 kevin lane, east john, co 21516","129 kevin lane, east john, co 21516",2025-03-28,2025-05-07,swest@example.com,True,True,69,""
CUST-4358,silver,medium,"social media",unknown,dormant,"54242 miller rapid, danielhaven, pa 51306","54242 miller rapid, danielhaven, pa 51306",2025-03-17,2025-05-31,andrew45@example.net,True,True,69,""
CUST-4359,gold,high,phone,female,active,"33489 wallace circles apt. 833, lake bradleyland, mt 90689","33489 wallace circles apt. 833, lake bradleyland, mt 90689",2025-05-16,2025-05-28,sharon80@example.org,False,False,33,""
CUST-4360,bronze,low,"social media",male,active,"814 christine station suite 590, michaelfurt, ny 12907","814 christine station suite 590, michaelfurt, ny 12907",2025-01-05,2025-04-06,sethdaniels@example.org,True,False,54,""
CUST-4361,silver,medium,phone,male,active,"92096 mark creek suite 728, michaelborough, ct 23030","92096 mark creek suite 728, michaelborough, ct 23030",2025-03-03,2025-06-28,peggybaker@example.com,True,True,38,""
CUST-4362,gold,high,"social media",unknown,active,"950 gibbs loaf, new joshua, sc 18052","950 gibbs loaf, new joshua, sc 18052",2025-07-06,2025-07-12,uwilliams@example.net,False,False,51,""
CUST-4363,platinum,high,"social media",unknown,active,"499 jones locks, south dianaside, nj 41890","499 jones locks, south dianaside, nj 41890",2025-07-09,2025-07-14,nicholasbond@example.net,True,True,19,""
CUST-4364,gold,high,website,female,active,"18376 andrew rue suite 652, west danafort, mi 49605","18376 andrew rue suite 652, west danafort, mi 49605",2024-10-24,2025-03-18,ellisamanda@example.com,True,True,39,""
CUST-4365,silver,medium,email,female,active,"psc 1853, box 8665, apo ap 17060","psc 1853, box 8665, apo ap 17060",2025-04-30,2025-07-04,jjones@example.com,True,False,51,""
CUST-4366,unknown,unknown,"social media",unknown,active,"3756 sparks radial, russellmouth, nj 56785","3756 sparks radial, russellmouth, nj 56785",2025-04-15,,toniclay@example.net,True,True,35,""
CUST-4367,gold,high,"social media",male,active,"98350 lisa canyon apt. 592, ericborough, pa 11796","98350 lisa canyon apt. 592, ericborough, pa 11796",2024-07-27,2025-07-07,miranda73@example.net,False,False,52,""
CUST-4368,unknown,unknown,phone,unknown,inactive,"604 adam spurs, richardport, pa 40892","604 adam spurs, richardport, pa 40892",2025-01-28,,williamsdavid@example.org,True,True,21,""
CUST-4369,bronze,low,email,unknown,active,"655 sheryl well apt. 240, south rachel, wy 10168","655 sheryl well apt. 240, south rachel, wy 10168",2025-07-19,2025-07-21,hensonmelanie@example.com,unknown,False,31,""
CUST-4370,platinum,high,phone,unknown,active,"6632 santiago parkway apt. 261, barneshaven, ak 81510","6632 santiago parkway apt. 261, barneshaven, ak 81510",2025-07-09,2025-07-20,julie22@example.org,True,False,48,""
CUST-4371,gold,high,phone,unknown,dormant,"900 roger river apt. 105, katrinaport, wy 28474","900 roger river apt. 105, katrinaport, wy 28474",2024-10-06,2025-03-01,raymond22@example.org,True,False,26,""
CUST-4372,bronze,low,phone,female,active,"70925 rojas common apt. 811, east hannahmouth, co 36043","70925 rojas common apt. 811, east hannahmouth, co 36043",2025-05-17,2025-07-20,jacksonbailey@example.org,True,False,44,""
CUST-4373,unknown,unknown,website,male,active,"psc 4439, box 5592, apo aa 01274","psc 4439, box 5592, apo aa 01274",2024-12-06,,richard19@example.org,True,True,18,""
CUST-4374,silver,medium,website,male,active,"22764 hayley viaduct suite 589, north rebeccaport, ak 78677","22764 hayley viaduct suite 589, north rebeccaport, ak 78677",2024-09-30,2025-05-09,pmeyer@example.org,True,False,37,""
CUST-4375,bronze,low,phone,female,active,"371 timothy trafficway suite 622, lake sharon, va 92915","371 timothy trafficway suite 622, lake sharon, va 92915",2025-01-11,2025-04-17,cbenson@example.com,True,True,62,""
CUST-4376,platinum,high,"social media",male,active,"369 jessica pine, cynthiaville, wa 00757","369 jessica pine, cynthiaville, wa 00757",2024-12-27,2025-04-18,qsimmons@example.org,True,True,29,""
CUST-4377,gold,high,website,unknown,inactive,"68432 fields extension apt. 166, lake barbaraview, la 42604","68432 fields extension apt. 166, lake barbaraview, la 42604",2024-09-20,2025-01-17,sarahmcgrath@example.com,True,True,28,""
CUST-4378,platinum,high,phone,unknown,active,"212 walter ways suite 573, branchtown, ga 41679","212 walter ways suite 573, branchtown, ga 41679",2024-12-16,2025-02-16,cjones@example.org,True,"",67,""
CUST-4379,bronze,low,phone,unknown,dormant,"18248 hanna road, south elizabeth, ia 67283","18248 hanna road, south elizabeth, ia 67283",2025-05-26,2025-06-19,tammyscott@example.com,True,False,26,""
CUST-4380,gold,high,"social media",unknown,active,"9129 john streets, north cody, wv 76063","9129 john streets, north cody, wv 76063",2024-10-26,2025-02-14,stephen98@example.net,True,True,51,""
CUST-4381,bronze,low,website,female,active,"21830 brett heights apt. 381, dianafurt, ri 64975","21830 brett heights apt. 381, dianafurt, ri 64975",2025-06-09,2025-06-25,haley42@example.com,True,True,24,""
CUST-4382,unknown,unknown,phone,male,active,"60020 kathleen summit apt. 922, jessicaburgh, mi 56988","60020 kathleen summit apt. 922, jessicaburgh, mi 56988",2025-06-18,,dhorne@example.org,False,False,23,""
CUST-4383,silver,medium,phone,female,active,"741 briana mills, port bonnie, va 87258","741 briana mills, port bonnie, va 87258",2024-09-27,2024-11-30,jason11@example.org,True,False,63,""
CUST-4384,gold,high,email,female,active,"75167 morris lodge, nielsenport, wv 42848","75167 morris lodge, nielsenport, wv 42848",2024-09-27,2024-10-15,blackharry@example.org,True,True,56,""
CUST-4385,platinum,high,phone,unknown,active,"87764 barnes tunnel apt. 959, south brandymouth, pa 44862","87764 barnes tunnel apt. 959, south brandymouth, pa 44862",2025-03-20,2025-05-08,thomasdaniel@example.org,unknown,True,60,""
CUST-4386,gold,high,website,female,active,"0353 torres isle apt. 573, smithbury, al 32483","0353 torres isle apt. 573, smithbury, al 32483",2025-01-25,2025-04-22,xowens@example.net,True,True,56,""
CUST-4387,gold,high,"social media",female,inactive,"usnv jacobs, fpo aa 89123","usnv jacobs, fpo aa 89123",2024-11-29,2025-03-28,xwhite@example.com,True,True,28,""
CUST-4388,gold,high,website,unknown,dormant,"949 jimenez valleys suite 703, owenborough, mh 18408","949 jimenez valleys suite 703, owenborough, mh 18408",2025-05-24,2025-06-30,fholmes@example.org,True,False,48,""
CUST-4389,bronze,low,phone,male,active,"psc 8175, box 2763, apo ap 81804","psc 8175, box 2763, apo ap 81804",2024-09-29,2024-10-03,xgarcia@example.org,True,False,24,""
CUST-4390,gold,high,"social media",unknown,active,"1151 clark garden, west robert, sc 67204","1151 clark garden, west robert, sc 67204",2025-02-14,2025-02-24,samanthamartin@example.net,False,True,36,""
CUST-4391,bronze,low,website,female,active,"psc 8057, box 8139, apo ap 68227","psc 8057, box 8139, apo ap 68227",2024-10-28,2025-04-29,andrea46@example.net,False,True,26,""
CUST-4392,platinum,high,"social media",male,active,"954 peter crest, new williambury, oh 98929","954 peter crest, new williambury, oh 98929",2025-05-28,2025-07-06,katrinacarter@example.net,True,False,59,""
CUST-4393,bronze,low,email,male,active,"856 peterson walks apt. 600, east suzanne, md 29814","856 peterson walks apt. 600, east suzanne, md 29814",2025-06-03,2025-06-25,foxbrandon@example.org,True,False,51,""
CUST-4394,bronze,low,website,male,inactive,"97537 harris lock suite 844, lake robert, vt 05379","97537 harris lock suite 844, lake robert, vt 05379",2025-01-07,2025-01-27,sherry91@example.net,False,True,40,""
CUST-4395,platinum,high,email,male,active,"3663 steven route, wandahaven, nc 00724","3663 steven route, wandahaven, nc 00724",2024-12-04,2025-02-28,jason18@example.net,True,True,69,""
CUST-4396,bronze,low,"social media",female,active,"53979 daniel skyway, north rebecca, dc 72405","53979 daniel skyway, north rebecca, dc 72405",2025-01-09,2025-05-27,oflowers@example.net,True,True,20,""
CUST-4397,platinum,high,"social media",unknown,active,"02102 christopher stream suite 571, watsontown, sd 23938","02102 christopher stream suite 571, watsontown, sd 23938",2024-08-16,2025-02-14,mooretheresa@example.com,False,True,51,""
CUST-4398,unknown,unknown,website,unknown,active,"97833 moore road, singhbury, az 54341","97833 moore road, singhbury, az 54341",2025-02-21,,johnsoncraig@example.net,True,True,39,""
CUST-4399,unknown,unknown,phone,unknown,active,"042 taylor crossroad suite 743, jenniferbury, al 02374","042 taylor crossroad suite 743, jenniferbury, al 02374",2025-01-04,,yestrada@example.org,True,True,66,""
CUST-4400,unknown,unknown,email,male,active,"unit 3670 box 2270, dpo ae 93090","unit 3670 box 2270, dpo ae 93090",2025-03-17,,christopher32@example.net,True,True,22,""
CUST-4401,bronze,low,email,unknown,inactive,"0059 crawford field, andersonstad, ms 88352","0059 crawford field, andersonstad, ms 88352",2025-05-08,2025-07-08,lewisrobert@example.org,True,True,67,""
CUST-4402,platinum,high,"social media",male,active,"187 greene common suite 110, cartershire, me 31565","187 greene common suite 110, cartershire, me 31565",2024-09-15,2024-09-25,sabrinaharris@example.net,True,False,56,""
CUST-4403,bronze,low,website,female,active,"9725 joseph spurs suite 019, brianfort, al 61752","9725 joseph spurs suite 019, brianfort, al 61752",2025-06-30,2025-07-19,pattersonandrew@example.com,True,False,21,""
CUST-4404,silver,medium,phone,female,active,"746 murphy pine, simonmouth, tx 63489","746 murphy pine, simonmouth, tx 63489",2024-08-23,2025-03-13,hernandezpatty@example.org,True,True,55,""
CUST-4405,unknown,unknown,phone,female,active,"9386 melissa lights apt. 404, mcneiltown, wi 06133","9386 melissa lights apt. 404, mcneiltown, wi 06133",2025-05-31,,lisa62@example.org,True,False,28,""
CUST-4406,silver,medium,phone,male,inactive,"991 tracy path suite 323, west catherine, ri 63282","991 tracy path suite 323, west catherine, ri 63282",2025-06-29,2025-07-15,jessicawilson@example.org,True,False,20,""
CUST-4407,bronze,low,"social media",female,dormant,"4102 smith brooks, pattersonland, md 42000","4102 smith brooks, pattersonland, md 42000",2025-03-01,2025-05-03,amberryan@example.net,True,True,48,""
CUST-4408,silver,medium,"social media",unknown,active,"6345 franco bridge, dunlaphaven, ut 02727","6345 franco bridge, dunlaphaven, ut 02727",2024-11-14,2024-12-04,morrismichelle@example.net,True,True,54,""
CUST-4409,unknown,unknown,email,male,active,"30808 sullivan loaf apt. 710, new meganton, la 69649","30808 sullivan loaf apt. 710, new meganton, la 69649",2025-05-19,,alyssawyatt@example.com,True,True,22,""
CUST-4410,platinum,high,"social media",unknown,active,"6253 henry burg, lake gary, pr 22583","6253 henry burg, lake gary, pr 22583",2025-07-21,2025-07-21,flemingreginald@example.com,True,False,60,""
CUST-4411,unknown,unknown,phone,male,inactive,"6526 ryan oval, jayborough, ut 25916","6526 ryan oval, jayborough, ut 25916",2024-11-26,,garywilliams@example.org,True,True,47,""
CUST-4412,silver,medium,email,male,inactive,"20029 jamie mall suite 938, north davidborough, ok 65757","20029 jamie mall suite 938, north davidborough, ok 65757",2025-01-01,2025-07-13,astark@example.net,True,False,50,""
CUST-4413,bronze,low,phone,male,active,"626 garcia springs, west alan, pw 53187","626 garcia springs, west alan, pw 53187",2025-01-18,2025-06-12,ygarcia@example.net,True,False,27,""
CUST-4414,bronze,low,website,unknown,inactive,"usns henderson, fpo aa 61723","usns henderson, fpo aa 61723",2025-03-15,2025-04-13,wwilson@example.org,True,"",25,""
CUST-4415,platinum,high,email,unknown,inactive,"253 chapman path apt. 492, jonesstad, hi 02527","253 chapman path apt. 492, jonesstad, hi 02527",2024-07-31,2024-10-29,xgarcia@example.net,True,"",55,""
CUST-4416,unknown,unknown,"social media",male,active,"916 mosley brook, ariasmouth, mt 01153","916 mosley brook, ariasmouth, mt 01153",2025-01-28,,angela83@example.net,True,False,41,""
CUST-4417,bronze,low,website,male,inactive,"4951 smith lights, new andrew, sc 12327","4951 smith lights, new andrew, sc 12327",2024-10-10,2024-10-22,sawyerjacqueline@example.com,True,True,29,""
CUST-4418,gold,high,email,unknown,active,"274 chad knoll, ramseymouth, nc 12297","274 chad knoll, ramseymouth, nc 12297",2024-12-11,2025-03-20,joseph86@example.org,True,False,31,""
CUST-4419,silver,medium,"social media",male,active,"7472 adams avenue suite 346, jonesbury, ok 10018","7472 adams avenue suite 346, jonesbury, ok 10018",2025-05-02,2025-06-19,charlotte19@example.org,True,True,59,""
CUST-4420,silver,medium,website,female,inactive,"85706 james freeway, robertstad, ne 95035","85706 james freeway, robertstad, ne 95035",2025-06-20,2025-07-05,cromero@example.com,True,False,31,""
CUST-4421,silver,medium,email,male,active,"unit 2387 box 1474, dpo ae 54469","unit 2387 box 1474, dpo ae 54469",2024-11-18,2025-02-20,michelleabbott@example.com,True,True,35,""
CUST-4422,unknown,unknown,phone,male,active,"uss doyle, fpo aa 50274","uss doyle, fpo aa 50274",2024-09-02,,kevinparrish@example.com,False,True,49,""
CUST-4423,platinum,high,website,male,active,"3720 thomas forge, kristenhaven, ut 24088","3720 thomas forge, kristenhaven, ut 24088",2025-04-10,2025-05-25,aarontaylor@example.com,True,False,30,""
CUST-4424,unknown,unknown,phone,unknown,active,"6166 michelle plaza apt. 197, north tylershire, mo 69739","6166 michelle plaza apt. 197, north tylershire, mo 69739",2024-10-17,,linmichael@example.org,True,True,41,""
CUST-4425,unknown,unknown,email,male,inactive,"269 jeffrey manors suite 300, jonathantown, nj 05436","269 jeffrey manors suite 300, jonathantown, nj 05436",2024-08-18,,goldenteresa@example.org,False,False,42,""
CUST-4426,platinum,high,email,male,dormant,"40899 jonathan meadows, port jodichester, ma 35170","40899 jonathan meadows, port jodichester, ma 35170",2024-08-27,2025-05-18,rebeccamoore@example.org,False,False,19,""
CUST-4427,silver,medium,email,unknown,active,"3146 bennett lodge, lake lindaland, mh 41557","3146 bennett lodge, lake lindaland, mh 41557",2024-12-16,2025-05-15,dustin53@example.com,True,True,19,""
CUST-4428,unknown,unknown,"social media",male,active,"020 jeffrey overpass apt. 243, west ricky, hi 57669","020 jeffrey overpass apt. 243, west ricky, hi 57669",2024-09-14,,stevenjohnson@example.com,True,True,60,""
CUST-4429,bronze,low,"social media",unknown,inactive,"554 julie street apt. 621, east elizabethbury, ms 31851","554 julie street apt. 621, east elizabethbury, ms 31851",2025-07-10,2025-07-13,jesse61@example.org,True,True,43,""
CUST-4430,platinum,high,email,female,inactive,"14086 hicks valleys, aliciafort, az 86851","14086 hicks valleys, aliciafort, az 86851",2025-02-10,2025-02-18,ywashington@example.com,True,False,34,""
CUST-4431,platinum,high,"social media",unknown,active,"73329 watts lodge suite 869, camposberg, nh 86423","73329 watts lodge suite 869, camposberg, nh 86423",2024-10-31,2024-11-13,uyoung@example.org,True,True,50,""
CUST-4432,gold,high,website,male,active,"psc 9727, box 8920, apo aa 55809","psc 9727, box 8920, apo aa 55809",2024-08-10,2025-03-25,elizabethmartin@example.com,True,False,50,""
CUST-4433,unknown,unknown,"social media",female,active,"362 robertson lock, hartmanfort, co 83391","362 robertson lock, hartmanfort, co 83391",2025-02-12,,julieenglish@example.com,True,False,29,""
CUST-4434,bronze,low,"social media",male,active,"2873 cunningham lakes apt. 535, paulville, mt 50632","2873 cunningham lakes apt. 535, paulville, mt 50632",2024-11-09,2025-03-08,zacharyrichards@example.net,True,"",65,""
CUST-4435,gold,high,email,female,active,"3444 wyatt tunnel, hansenfort, nj 97947","3444 wyatt tunnel, hansenfort, nj 97947",2025-02-08,2025-02-23,dakota70@example.net,True,True,27,""
